-891.76,-825.34,-809.48,-830.68,-816.31,-720.67,-660.98,-671.3,-671.3,-710.68,-745.41,-711.6,-686.77,-733.69,-799.69,-823.57,-876.58,-887.83,-903.75,-945.56,-932.18,-986.41,-978,-955.66,-951.38,-951.67,-926.21,-857.57,-842.51,-851.96,-883.49,-875.89,-889.35,-913.1,-899.6,-829.13,-805.15,-829.66,-864.6,-932.51,-996.54,-1023.2,-937.6,-886.52,-825.33,-815.96,-821.8,-830.97,-834.43,-859.54,-910.75,-940.38,-975.25,-1098.3,0
-800.69,-848.1,-814.73,-786.03,-730.79,-668.63,-636.55,-657.15,-657.15,-704.85,-738.25,-737.88,-646.77,-626.2,-689.77,-775.74,-852.75,-889.77,-931.4,-930.44,-941.66,-972.5,-951.23,-887.68,-853.17,-871.13,-897.32,-915.6,-910.87,-898.56,-932.22,-932.02,-890.52,-893.98,-845.69,-855.59,-900.95,-916.14,-898.15,-940.69,-959.08,-905.26,-864.52,-861.67,-869.98,-897.89,-961.3,-976.4,-909.19,-891.14,-937.84,-998.79,-966.42,-937.64,0
-958.52,-873.81,-838.69,-820.14,-764.61,-743.58,-681.88,-657.99,-657.99,-701.77,-744.68,-785.88,-804.88,-853.11,-852.08,-881.16,-878.37,-915.78,-891.17,-870.08,-877.71,-921.9,-972.09,-932.56,-894.82,-895.71,-937.4,-933.64,-913.47,-910.91,-929.31,-986.35,-943.95,-916.17,-913.08,-910.04,-956.97,-934.93,-899.56,-905.65,-982.54,-1043.6,-1071.7,-1069,-965.86,-910.88,-850.56,-856.58,-869.21,-902.45,-943.35,-986.18,-1042.7,-1028.2,0
-869.36,-842.36,-795.39,-752.58,-723.69,-696.03,-690.94,-733.9,-733.9,-779.32,-811.97,-810.72,-815.48,-818.62,-851.18,-883.62,-920.36,-913.26,-961.41,-923.78,-868.6,-845.91,-859.55,-914.64,-931.34,-977.06,-929.9,-891.46,-840.11,-829.55,-861.49,-871.07,-844.19,-847.8,-843.03,-826.56,-848.99,-859.64,-864.42,-892.84,-922.16,-861.24,-905.14,-888.57,-897.56,-868.77,-876.56,-869.17,-903.36,-922.21,-951.63,-1002,-983.45,-952.22,0
-814.32,-825.61,-834.84,-804.51,-765.2,-748.04,-824.27,-852.73,-852.73,-804.68,-797,-844.33,-884.99,-894.61,-996.99,-981.18,-896.54,-874.74,-874.64,-889.64,-908.77,-928.49,-965.58,-978.12,-983.25,-940.66,-946.42,-981.37,-970.94,-1015.2,-951.21,-818.26,-761.39,-745.88,-809.92,-916.05,-1056.9,-942.71,-912.4,-836.96,-829.83,-854.1,-823.5,-810.42,-833.73,-886.15,-957.01,-861.19,-862.97,-926.68,-1006.9,-928.64,-872.2,-903.49,0
-875.51,-882.57,-846.83,-866.58,-832.55,-839.18,-898.04,-866.3,-866.3,-868,-916.09,-971.67,-937.96,-953.94,-977.85,-974.08,-994.08,-1012.3,-973.12,-980.74,-952.45,-966.24,-971.89,-1000.7,-1014.1,-1065.2,-1072.2,-1052.8,-1007.1,-1012,-1032.3,-1028.6,-1014.9,-1003.2,-1031.8,-1066.1,-1094.1,-1085.6,-1063.2,-1022.6,-1000.6,-959.56,-933.59,-960.47,-992.42,-1076.7,-1078.6,-1029.2,-1000,-1025.5,-1078.2,-1073.5,-1091.4,-1084.3,0
-784.77,-829.59,-838.02,-829.16,-808.19,-807.45,-806.35,-827.85,-827.85,-794.74,-775.46,-818.02,-894.49,-918.46,-944.48,-978.51,-1019.4,-1009.9,-1001.2,-962.13,-950.4,-975.01,-984.13,-982.25,-1004.2,-1005.9,-994.68,-993.42,-985.76,-1001,-1023,-1009.6,-989.79,-999.13,-1029.3,-1028.9,-1016.7,-1022.8,-1031.4,-990.99,-984.7,-968.41,-995.02,-1016.3,-1015.9,-1014.4,-998.58,-1003.7,-1019.7,-1025.9,-1054.5,-1058.9,-1048.7,-1069.5,0
-783.29,-789.68,-809.52,-827.98,-807.57,-798.44,-797.43,-833.87,-833.87,-880.11,-813.19,-778.42,-766.01,-801.06,-885.47,-935,-976.18,-1010.9,-977.52,-987.94,-973.98,-955.8,-959.47,-970.79,-1016.9,-1044,-1066.5,-1016.3,-1007.1,-974.31,-966.31,-976.48,-952.36,-958.36,-954.64,-937.62,-980.6,-967.34,-977.91,-989.11,-1006.7,-1039.9,-1024.6,-967.92,-926.1,-907.57,-925.84,-979.51,-1009.5,-1049.8,-1048.8,-1034.2,-1002.7,-1055.1,0
-865.54,-862.31,-880.83,-871.56,-882.31,-898.8,-867.07,-852.15,-852.15,-875.21,-899.08,-904.14,-942.25,-965.35,-1001.1,-1049.8,-1014.2,-992.32,-1023.3,-999.89,-1018.9,-943.54,-911.23,-931.77,-1001.8,-1034.4,-1027.3,-1065.3,-1033.2,-1018.3,-983.58,-964.69,-958.34,-953.28,-944.89,-995.57,-975.71,-986.41,-1041.9,-1057.1,-1053,-1072.7,-1022,-981.73,-982.53,-992.58,-1003.6,-996.99,-1011.1,-1065.9,-1095.4,-1058.6,-1019.5,-1048.7,0
-835.38,-824.38,-847.33,-870.58,-854.62,-841.82,-857.73,-816.94,-816.94,-767.58,-741.09,-749.32,-778.53,-800.07,-885.53,-932.47,-949.78,-959.22,-923.58,-957.01,-1017,-1024.8,-995.68,-979.67,-1003.9,-985,-974.88,-959.73,-965.61,-976.35,-1006.1,-996.59,-938.57,-956.71,-1009.7,-1045.3,-1058.8,-1003.1,-988.62,-1017.6,-1106.4,-1071.9,-1035.4,-1034,-1048.3,-1006.2,-958.13,-982.27,-1016.8,-1039.6,-1010.1,-1003.8,-979.41,-999.7,0
-884.16,-910.67,-930.67,-914.17,-858.64,-823.24,-842.65,-908.96,-908.96,-939.83,-918.99,-868.75,-843.22,-875.48,-920,-980.78,-1020.9,-966.03,-973.56,-964.19,-1014.5,-967.1,-1013.4,-986.24,-1049.6,-1052.1,-1048.9,-1022,-1012.2,-1008.2,-989.55,-979.49,-988.93,-1016.5,-1047.3,-1035.7,-1044.3,-1004.6,-990.73,-985.56,-1024.3,-1061.3,-1057.3,-1026.7,-1055.1,-1102,-1093.9,-1084,-1126.8,-1081.1,-1105.1,-1115.1,-1123.6,-1083.3,0
-873.73,-844.46,-782.63,-803.54,-838.74,-876.71,-873.15,-925.63,-925.63,-978.45,-900.98,-872.12,-834.79,-848.78,-847.36,-881.46,-911.84,-956.47,-975.19,-975.9,-992.96,-1054.5,-1076.5,-1038,-1007.2,-1024.4,-1013.1,-987.35,-977.74,-1022.9,-993.95,-1009.7,-1033.8,-1005.7,-1022.3,-1002,-969.92,-997.46,-1016.5,-976.41,-968.26,-1000.4,-1024.1,-1029.3,-1001.8,-1013.1,-1053.4,-1089.1,-1059.7,-1060.4,-1067.8,-1087.7,-1080.5,-1072.2,0
-920.76,-894.61,-814.31,-802.94,-790.61,-820.12,-769.49,-791.66,-791.66,-863.61,-1001.7,-965.82,-919.45,-907.35,-939.72,-951.75,-983.28,-1011.2,-1062.4,-1042.2,-1030.3,-1030.4,-1051.7,-1039.4,-1032.4,-1005.8,-990.08,-973.94,-1007.1,-1012.7,-1011.8,-983.83,-984.59,-951.06,-943.66,-943.18,-994.83,-1021.4,-1013.3,-1023.5,-1034.8,-1025.6,-1029.5,-1030.2,-1055.7,-1050.6,-1050.4,-1060.7,-1053.6,-1045,-1047,-1072.6,-1090.1,-1090.8,0
-859.25,-829.71,-889.49,-851.08,-828.75,-823.52,-773.57,-729.94,-729.94,-702.99,-676.62,-664.81,-714.04,-796.6,-856.02,-892.74,-947.59,-998.42,-1028.7,-957.05,-934.31,-932.24,-986.07,-1026.6,-965.55,-932.18,-947.62,-938.76,-937.41,-923.61,-893.31,-935.48,-955.95,-966.87,-1004.1,-1030,-993.94,-981.88,-985.09,-955.9,-970.75,-997.06,-928.92,-928.51,-972.69,-1006.3,-1024,-1028.8,-1021.3,-1029.4,-1006.4,-991.17,-1015.7,-1048.4,0
-819.28,-818.14,-830.05,-811.74,-781.39,-801.07,-817.78,-787.4,-787.4,-716.83,-672.25,-698.74,-781.37,-863.42,-921.57,-944.17,-919.07,-962.48,-1013.3,-974.99,-931.96,-940.88,-959.9,-980.29,-991.6,-994.64,-992.25,-980.76,-999.39,-987.47,-992.29,-999.46,-966.88,-960.04,-943.17,-955.82,-955.3,-960.59,-994.12,-1010.3,-977.02,-966.74,-986.28,-968.5,-972.23,-986.88,-985.63,-974.94,-968.83,-955.22,-996.83,-996.03,-1015.5,-1067.4,0
