-954.52,-955.95,-956.06,-991.31,-991.48,-970.02,-1001.8,-993.33,-993.33,-981.73,-955.31,-936.63,-938.37,-972.43,-1000.3,-984.38,-1061.3,-1026.9,-1005.3,1
-954.86,-970.14,-1008.5,-988.8,-963.92,-935.22,-934.06,-932.32,-932.32,-946.61,-976.1,-1001.1,-985.48,-979.65,-1022,-1069.8,-1063.1,-1037.9,-1040.8,1
-925.27,-905.69,-851.45,-794.28,-779.77,-816.93,-891.13,-906.41,-906.41,-932.55,-944.35,-977.28,-1020.3,-1038,-1022.4,-1031.6,-1032.4,-1023.8,-1020.4,1
-915.28,-917.31,-909.85,-838.05,-791.26,-814.51,-852.79,-894.29,-894.29,-921.51,-953.69,-961.39,-959.86,-966.49,-992.01,-1000.4,-1066,-1111.4,-1055,1
-871.4,-892.37,-879.5,-833.18,-774.3,-795.12,-878.98,-915.42,-915.42,-919.94,-898.46,-930.23,-975.14,-973.14,-990.29,-1017,-996.84,-972.78,-989.22,1
-927.31,-915.3,-864.66,-900.96,-857.98,-855.26,-853.32,-852.34,-852.34,-840.85,-873.22,-869.5,-902.87,-948.91,-953.6,-979.18,-987.91,-1014.4,-1002.5,1
-843.28,-856.45,-877,-891.51,-877.47,-856.92,-813,-757.65,-757.65,-712.44,-721.73,-737.15,-856.85,-976.08,-1023.8,-974.18,-957.09,-931.57,-943.51,1
-797.83,-869.53,-875.23,-833.23,-804.53,-794.31,-808.66,-795.28,-795.28,-831.18,-722.87,-686.25,-708.34,-760.85,-827.11,-903.6,-910.3,-931.85,-930.47,1
-881.79,-871.43,-826.39,-776.18,-766.88,-754.86,-783.67,-800.29,-800.29,-756.15,-737.78,-743.9,-775.31,-841.15,-939.21,-961.21,-958.56,-968.86,-965.99,1
-838.83,-941.77,-869.78,-811.35,-797.04,-746.5,-759.78,-807.44,-807.44,-761.45,-721.94,-680.03,-669.79,-704.72,-837.79,-913.59,-978.59,-1041.3,-1045.7,1
-891,-877.06,-879.65,-895.38,-828.03,-791.55,-828.08,-878.37,-878.37,-904.58,-927.26,-969.08,-1021.6,-999.33,-1007.8,-1015.7,-1029.4,-1027,-1037.4,1
-903.75,-876.66,-824.23,-807.14,-794.09,-776.54,-791.21,-818.99,-818.99,-851.1,-806.81,-804.82,-845.06,-882.52,-938.91,-987.11,-1013.2,-973.23,-974.35,1
-962.8,-951.05,-954.14,-953.67,-908.89,-855.91,-844.45,-884.07,-884.07,-903.6,-912.53,-894.42,-894.64,-905.45,-924.39,-950.72,-1023.5,-1026.8,-1043,1
-909.9,-924.44,-933.86,-960.44,-952.27,-941.98,-920.85,-935.44,-935.44,-929.12,-970.86,-951.98,-978.27,-963.36,-1017.1,-1090,-1072.5,-1039,-1036.7,1
-1011.4,-1034.8,-984.9,-943.17,-904.19,-886.35,-859.11,-909.86,-909.86,-864.44,-913.87,-949.87,-954.54,-901.56,-907.69,-950.83,-941.88,-958.28,-968.67,1
-834.72,-867.8,-894.85,-856.38,-863.6,-902.65,-916.55,-928.26,-928.26,-895.3,-906.74,-895.51,-900.8,-886.07,-920.52,-877.12,-865.17,-867.94,-890.73,1
-807.59,-836.58,-887.54,-904.5,-852.91,-814,-804.42,-826.45,-826.45,-812.87,-851.12,-841.73,-877.13,-904.8,-952.54,-937.85,-969.46,-952.59,-972.89,1
-884.42,-880.43,-846.26,-804.23,-762.08,-754.27,-775.45,-825.13,-825.13,-873.9,-933.7,-934.64,-918.37,-929.72,-930.61,-941.06,-930.34,-886.76,-880.93,1
-950.93,-895.47,-815.12,-744.97,-770.66,-844.53,-850.46,-844.25,-844.25,-852.24,-867.44,-871.2,-865.59,-866.15,-886.97,-896.21,-865.72,-852.63,-890.36,1
-922.16,-905.06,-893.41,-833.68,-833.37,-841.42,-859.64,-884.7,-884.7,-858.17,-904.19,-948.11,-925.72,-914.13,-876.81,-868.86,-902.95,-887.02,-915.44,1
-776.2,-808.55,-841.88,-825.28,-861.04,-872.7,-824.8,-779.29,-779.29,-790.54,-730.13,-656.75,-586.15,-560.39,-576.49,-649.99,-701.33,-710.84,-741.01,1
-953.76,-945.65,-944.78,-935.12,-939.06,-961.57,-986.04,-969.07,-969.07,-981.86,-916.46,-909.72,-894.8,-876.4,-859.79,-879.08,-892.51,-946.68,-1023.4,1
-900.01,-906.23,-903.43,-945.02,-875.61,-867.64,-872.78,-885.85,-885.85,-871.65,-905.28,-916.33,-937.9,-973.39,-949.35,-933.09,-979.63,-949.57,-936.69,1
-918.49,-968.77,-902.52,-844.63,-800.44,-812.84,-840.27,-875.49,-875.49,-875.95,-935.36,-960.69,-969.45,-983.5,-1004.5,-1026.7,-1017.1,-959.98,-957.64,1
-996.12,-997.59,-953.65,-935.36,-946.82,-989.19,-980.79,-955.26,-955.26,-943.69,-938.07,-887.67,-858.67,-916.8,-936.82,-945,-996.35,-1031.1,-978.15,1
-825.67,-786.93,-774.62,-754.07,-741.05,-654.55,-621.6,-636.4,-636.4,-682.56,-718.26,-666.43,-651.52,-692.44,-742.02,-784.76,-827.84,-833.03,-883,1
-856.77,-855.87,-846.56,-853.36,-817.46,-768.68,-732.53,-680.62,-680.62,-617.34,-600.78,-631.65,-679.26,-705.88,-762.81,-817.63,-841.81,-874.83,-893.51,1
-965.69,-974.65,-992.95,-983.47,-935.32,-866.98,-857.61,-813.95,-813.95,-805.51,-801.96,-826.24,-802.68,-811.56,-895.6,-961.7,-974.86,-954.87,-939.75,1
-981.45,-949.37,-951.88,-987.45,-983.87,-984.8,-966.14,-937.11,-937.11,-887.34,-876.9,-911.84,-969.32,-974.53,-955.1,-976.71,-947.22,-954.05,-963.21,1
-966.25,-949.87,-967.83,-948.56,-921.21,-904.62,-940.89,-972.02,-972.02,-962.58,-937.73,-968.43,-932.64,-964.07,-1013.5,-965.39,-996.67,-987.1,-933.79,1
-677.93,-738.92,-741.42,-741.23,-745.76,-715.3,-725.65,-757.32,-757.32,-776.1,-819.21,-882.53,-894.4,-930.6,-941.62,-957.98,-965.48,-998.46,-990.49,1
-766.6,-791.08,-807.23,-853.19,-867.65,-877.15,-903.73,-908.71,-908.71,-917.95,-931.77,-931.6,-907.63,-937.48,-970.23,-937.7,-959.33,-1002.5,-1020.2,1
-810.61,-816.56,-795.61,-823.58,-801.92,-835.03,-914.01,-999.73,-999.73,-982.21,-949,-940.48,-909.5,-929.54,-999.01,-980.8,-958.37,-951.29,-941.43,1
-859.71,-843.12,-858.33,-814.93,-783.82,-784.48,-797.88,-843.81,-843.81,-876.89,-864.46,-835.53,-829.56,-868.07,-926.96,-977.51,-993.28,-1016.4,-981.8,1
-849.57,-856.83,-829.26,-853.95,-859.64,-819.23,-811.85,-823.19,-823.19,-819.15,-837.17,-900.47,-952.4,-937.85,-919.38,-932.16,-985.11,-958.07,-953.2,1
-781.18,-827.64,-828.8,-802.55,-803.38,-790.36,-819.56,-826.97,-826.97,-871.34,-894.86,-906,-902.59,-920.44,-890.8,-919.21,-966.75,-987.84,-980.17,1
-869.67,-841.04,-794.65,-800.2,-842.96,-851.46,-819.61,-824.49,-824.49,-832.04,-881.66,-874.17,-902.49,-927.97,-940.09,-960.2,-949.67,-909.01,-930.14,1
-792.54,-806.22,-808.98,-790.29,-783.32,-744.63,-759.04,-811.68,-811.68,-819.95,-884.82,-884.04,-888.94,-901.01,-928.37,-937.87,-957.4,-892.51,-895.93,1
-843.49,-811.82,-828.38,-850.75,-833.14,-830.34,-854.75,-845.02,-845.02,-863.76,-867.52,-917.08,-909.97,-890.21,-916.48,-905.72,-900.98,-917.32,-984.01,1
-801.3,-831.22,-833.91,-796.58,-786.39,-775.65,-769.94,-790.07,-790.07,-816.43,-776.36,-767.1,-789.4,-855.08,-889.8,-909.62,-972.13,-944.09,-950.49,1
-933.47,-968.09,-962.57,-918.48,-925.02,-854.31,-839.53,-804.76,-804.76,-809.38,-826.35,-874.89,-928.49,-960.08,-1007.8,-977.2,-982.65,-1024.5,-1010.8,1
-857.72,-837.62,-792.81,-730.55,-741.29,-779.68,-793.67,-827.07,-827.07,-822.57,-837.09,-866.89,-884.37,-891.9,-873.54,-868.77,-883.85,-855.18,-863.34,1
-861.04,-891.75,-805.96,-762.03,-758.91,-798.11,-882.62,-936.8,-936.8,-943.71,-915.51,-910.09,-892.4,-876.97,-906.35,-952.39,-925.34,-881.59,-879.32,1
-925.5,-916.03,-890.46,-865.31,-893.85,-912.46,-953.03,-905.09,-905.09,-870.4,-902.34,-972.01,-963.39,-947.62,-973.03,-1000.2,-998.54,-967.53,-971.59,1
-829.57,-827.48,-824.41,-796.84,-806.6,-813.05,-821.43,-762.34,-762.34,-759.55,-824.7,-863.9,-907.25,-901.88,-926.31,-903.71,-923.72,-919.41,-937.85,1
-853.85,-812.2,-775.23,-758.44,-761.74,-772.93,-792.16,-854.83,-854.83,-911.46,-902.32,-923.64,-908.49,-930.77,-951.99,-957.43,-994.26,-963.29,-991.64,1
